wav_filename,wav_filesize,transcript
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-1096619-1098639.wav, 62798, российского авторского общества тогда не было
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-505030-517260.wav, 196686, лекциях
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-1074240-1077240.wav, 96078, если у когото из вас вдруг есть тонна свободного времени
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-461100-464140.wav, 71438, тимати я отлично давайте посмотрим вместе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-339630-341630.wav, 41038, народа как у общности людей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-158040-161270.wav, 103438, но сказать что душа есть некое бытие ну конечно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-162500-169500.wav, 156686, такой подход также нест угрозу традиционным представлениям об авторском праве и интеллектуальной собственности
/Users/gosha/Projects/youtube-audio-captions-parsing/data/suRhiIQwTGM/parts/suRhiIQwTGM-326220-330110.wav, 124558, зомби карусель зомби зомби
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-424900-427699.wav, 61838, без которых ты просто не выживешь то есть тебе нужно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-672170-674000.wav, 55758, да на золото
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-947340-950720.wav, 108238, мерседес у нас комфорт который предоставляла
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-523900-529300.wav, 63118, а потом соберут мешок ваучеров и уралмаш завод покупают
/Users/gosha/Projects/youtube-audio-captions-parsing/data/6H8c_i-_hq0/parts/6H8c_i-_hq0-343360-344880.wav, 48718, жидкий сникерс который почти
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1303400-1305910.wav, 44238, слова но с марта месяца все которые
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-588660-589660.wav, 32078, обе стороны
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-440030-443619.wav, 81678, тем он лучше у нас этого недостаточно даже очень богатые люди
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-147500-154500.wav, 173518, восставшего против идеи закрытого исходного кода операционных систем
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-152360-155860.wav, 82958, и его брат кролик ассуд очень переживает по этому поводу
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-482830-485879.wav, 56398, джаппатурай а любимец во первых
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-120880-124380.wav, 97358, именно им а не сторонним операторам снимающие то
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-182000-186000.wav, 109198, вс это вместе составляет одну из самых странных историй успеха х годов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-563839-569000.wav, 152398, далеко в прошлое и сформировалась на заре становления человечества
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-900840-903360.wav, 67278, счете законопроект также предлагает всем
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-249489-254440.wav, 139278, тогда зачем приплели блогинг подумайте над этим в комментариях
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-503702-506068.wav, 51598, называется этап
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-130979-136399.wav, 165198, здесь я задыхаюсь что я должен делать жить там где лучше чувствует свой организм
/Users/gosha/Projects/youtube-audio-captions-parsing/data/kTMpsz15IZ0/parts/kTMpsz15IZ0-59010-62240.wav, 100238, держава это символ представительства божьей власти на земле
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-536020-538300.wav, 73038, хрюн моржов зачем на все на нефть
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-187530-188530.wav, 32078, да народ народ
/Users/gosha/Projects/youtube-audio-captions-parsing/data/R0IRQCoLqI8/parts/R0IRQCoLqI8-175400-177360.wav, 45198, так надо
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-366580-372759.wav, 196686, марта года что касается меня то мне не принадлежит
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-182460-183740.wav, 35278, оксана федоровна вот и хорошо
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-435640-437315.wav, 35278, которые могут работать в
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0_qE9m8PDxw/parts/0_qE9m8PDxw-207500-210500.wav, 42958, monstrous monopolies monstrous bureaucracy
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-869910-873500.wav, 102798, и в мантии вовремя и грамотно выполняли
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-38620-43160.wav, 137678, прежде чем мы поговорим об этом рассмотрим грунт под x
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-211240-215240.wav, 128078, к достаточно естественному выводу в красиво написанной части этого видео
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-92790-96159.wav, 89358, да вот эти вот только аристократия
/Users/gosha/Projects/youtube-audio-captions-parsing/data/6H8c_i-_hq0/parts/6H8c_i-_hq0-207920-209400.wav, 47438, он облетит целый океан
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-226750-230610.wav, 109198, потому что когда у нас в программе партии ещ
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-846500-851500.wav, 154958, сначала линус не хотел выпускать linux бесплатно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SZg4hPABNOY/parts/SZg4hPABNOY-11169-14790.wav, 94830, и в последнюю очередь они задумываются над тем что
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-507380-511380.wav, 128078, если осовременивание спокушек будет продолжаться двигаться в этом же векторе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1227140-1229400.wav, 61198, зарабатывать день такая бросок министр
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-179300-182580.wav, 105038, вот это было то время когда это имело смысл
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-947000-950100.wav, 99278, но профессиональный dаниматор с интересной фамилией
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1421030-1425620.wav, 140238, как наследник неоманихейства оккультный орден сс уже
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-721880-725269.wav, 95118, ну в ньюйорке как мы помним гасло там целыми районами
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1286620-1288619.wav, 64046, же становление коммунизма а раз становление коммунизма
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-811730-818850.wav, 196686, на это с точки зрения интересов и мировоззрения человека
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-717010-720670.wav, 79118, он говорит куда делось миллиардов не знаю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-138280-139880.wav, 51278, а это значит только одно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-726550-729430.wav, 92238, вот если вы это выразите в понятиях осознаете формы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/M4KrgFwfViM/parts/M4KrgFwfViM-311480-316160.wav, 102798, я ошибался это настоящие американские горки
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-372300-375540.wav, 103758, не ну а что дядька из заставки с добрым утром малыши говна не посоветует
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-578400-580440.wav, 54798, что там американцы американская армия воюет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-669290-671250.wav, 54478, дошло до лондона вс прекратили
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-56600-58800.wav, 67278, это называется купонный доход
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-436499-439729.wav, 103438, установка их которую они дали миру состоит в том
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-294259-301699.wav, 93006, интересно является ли логика это би танк
/Users/gosha/Projects/youtube-audio-captions-parsing/data/de0vrVFCVCg/parts/de0vrVFCVCg-105922-112015.wav, 195054, когда разработчики отправляют свой код в ядро linux они подразделяют свои изменения на отдельные части которые называются заплатками
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-460500-466500.wav, 152718, могла исходить только от человека выросшего в такой стране как финляндия
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1287990-1290940.wav, 84238, что региональные элиты происшествие
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-169629-175950.wav, 188878, угроза возникновения войны для капиталов это плохо
